EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,JobRole,MaritalStatus,State,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,LevelofEducation,LevelofJob,JobSatisfaction,PerformanceRating
2,49,No,Research & Development,8,Life Sciences,Male,Research Scientist,Married,Washington,5130,1,No,23,10,10,7,1,College,Intermediate,Medium,Outstanding
104,30,No,Research & Development,1,Life Sciences,Male,Laboratory Technician,Married,New Hampshire,5126,1,Yes,12,10,10,8,3,College,Intermediate,Very High,Excellent
775,34,No,Research & Development,8,Life Sciences,Female,Manufacturing Director,Divorced,Virginia,5121,3,No,14,7,0,0,0,Doctorate,Intermediate,Low,Excellent
2008,35,No,Research & Development,9,Medical,Male,Research Scientist,Single,Connecticut,5098,1,No,19,10,10,7,0,Masters,Intermediate,High,Excellent
832,40,No,Research & Development,16,Medical,Male,Laboratory Technician,Single,Utah,5094,6,No,14,10,1,0,0,Masters,Intermediate,High,Excellent
771,35,No,Research & Development,2,Life Sciences,Female,Healthcare Representative,Divorced,Alabama,5093,2,No,11,16,1,0,0,Masters,Intermediate,Low,Excellent
1943,42,No,Sales,12,Marketing,Male,Sales Executive,Divorced,New Hampshire,5087,3,Yes,12,14,0,0,0,Masters,Intermediate,Very High,Excellent
990,36,No,Sales,8,Technical Degree,Male,Sales Executive,Divorced,Kansas,5079,4,No,13,12,7,7,0,Masters,Intermediate,Very High,Excellent
1371,27,No,Sales,2,Life Sciences,Male,Sales Executive,Single,New Hampshire,5071,3,No,20,8,6,2,0,College,Intermediate,Very High,Outstanding
574,47,No,Research & Development,2,Medical,Female,Manufacturing Director,Divorced,Nevada,5070,5,No,13,20,5,0,0,College,Intermediate,Very High,Excellent
987,47,No,Research & Development,16,Medical,Male,Manufacturing Director,Divorced,Wyoming,5067,1,Yes,19,20,19,10,2,Masters,Intermediate,High,Excellent
1597,34,No,Research & Development,10,Technical Degree,Male,Healthcare Representative,Married,Kansas,5063,1,No,14,8,8,2,7,Masters,Intermediate,High,Excellent
1150,29,No,Research & Development,8,Medical,Male,Manufacturing Director,Married,Wyoming,5056,1,Yes,15,10,10,7,1,College,Intermediate,Very High,Excellent
439,32,No,Research & Development,2,Medical,Female,Research Scientist,Single,California,5055,7,No,16,10,7,7,0,Masters,Intermediate,Very High,Excellent
1633,39,No,Research & Development,4,Medical,Female,Manufacturing Director,Single,Arizona,5042,0,No,13,10,9,2,3,Bachelors,Intermediate,High,Excellent
1903,44,No,Research & Development,1,Life Sciences,Male,Healthcare Representative,Married,Virginia,5033,2,No,15,10,2,0,2,Masters,Intermediate,Low,Excellent
103,46,No,Human Resources,5,Medical,Male,Human Resources,Divorced,Kentucky,5021,8,Yes,22,16,4,2,0,College,Intermediate,Medium,Outstanding
125,32,No,Sales,6,Medical,Male,Sales Executive,Single,Alaska,5010,1,No,16,12,11,8,5,Masters,Intermediate,High,Excellent
240,45,No,Sales,4,Life Sciences,Female,Sales Executive,Divorced,Virginia,5006,4,Yes,11,9,5,4,0,College,Intermediate,Low,Excellent
1025,41,No,Research & Development,7,Medical,Female,Manufacturing Director,Single,Iowa,5003,6,No,14,8,2,2,2,College,Intermediate,High,Excellent
1956,31,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Oklahoma,5003,1,No,21,10,10,8,8,Bachelors,Intermediate,Low,Outstanding
128,24,No,Sales,3,Other,Female,Sales Executive,Married,West Virginia,4999,0,No,21,4,3,2,0,College,Intermediate,High,Outstanding
1235,32,No,Research & Development,2,Life Sciences,Female,Research Scientist,Single,New Hampshire,4998,4,Yes,14,10,8,7,0,College,Intermediate,High,Excellent
1731,47,No,Sales,2,Marketing,Male,Sales Executive,Married,Colorado,4978,7,No,11,4,1,0,0,Masters,Intermediate,Medium,Excellent
1037,26,Yes,Sales,29,Medical,Male,Sales Executive,Single,New Hampshire,4969,8,No,18,7,2,2,2,College,Intermediate,Low,Excellent
1137,35,No,Sales,11,Marketing,Male,Sales Executive,Divorced,Ohio,4968,1,No,11,5,5,2,0,College,Intermediate,Very High,Excellent
1745,30,No,Research & Development,2,Technical Degree,Female,Research Scientist,Single,Alabama,4968,0,No,16,10,9,7,0,Masters,Entry Level,Low,Excellent
161,56,Yes,Research & Development,14,Life Sciences,Female,Research Scientist,Married,Kansas,4963,9,Yes,18,7,5,4,4,Masters,Entry Level,Medium,Excellent
728,47,No,Sales,14,Marketing,Male,Sales Executive,Single,Minnesota,4960,2,No,12,20,7,7,1,Masters,Intermediate,Low,Excellent
1240,25,No,Sales,10,Life Sciences,Male,Sales Executive,Single,Iowa,4950,0,No,14,5,4,3,1,Masters,Intermediate,Very High,Excellent
178,36,No,Research & Development,6,Medical,Male,Manufacturing Director,Divorced,Rhode Island,4941,6,No,20,7,3,2,0,College,Intermediate,Medium,Outstanding
433,52,Yes,Research & Development,8,Medical,Male,Research Scientist,Married,Rhode Island,4941,2,No,15,11,8,2,7,Masters,Intermediate,Medium,Excellent
500,51,No,Sales,14,Life Sciences,Female,Sales Executive,Married,Connecticut,4936,4,No,11,18,7,7,0,College,Intermediate,Very High,Excellent
869,28,No,Human Resources,8,Medical,Male,Human Resources,Divorced,Oregon,4936,1,No,13,6,5,1,0,College,Entry Level,Very High,Excellent
1704,35,No,Research & Development,2,Medical,Male,Research Scientist,Single,Louisiana,4930,0,Yes,14,6,5,4,1,Masters,Entry Level,Very High,Excellent
916,28,No,Sales,5,Medical,Male,Sales Executive,Single,Iowa,4908,1,No,14,4,4,2,0,Masters,Intermediate,Very High,Excellent
387,42,No,Sales,1,Life Sciences,Male,Sales Executive,Married,Tennessee,4907,1,No,25,20,20,16,11,College,Intermediate,High,Outstanding
2018,25,No,Sales,8,Other,Female,Sales Executive,Divorced,Alabama,4907,0,Yes,22,6,5,3,0,College,Intermediate,High,Outstanding
1483,57,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Indiana,4900,0,No,24,13,12,9,2,College,Intermediate,High,Outstanding
350,25,No,Research & Development,1,Life Sciences,Female,Manufacturing Director,Married,Missouri,4898,0,No,12,5,4,2,1,Bachelors,Intermediate,High,Excellent
1507,28,No,Sales,7,Life Sciences,Male,Sales Executive,Single,Maine,4898,0,No,14,5,4,2,1,Bachelors,Intermediate,Low,Excellent
1309,32,Yes,Research & Development,7,Life Sciences,Male,Laboratory Technician,Married,Virginia,4883,1,No,18,10,10,4,1,College,Intermediate,High,Excellent
2009,33,No,Research & Development,15,Medical,Female,Healthcare Representative,Married,Michigan,4878,0,Yes,13,10,9,7,8,College,Intermediate,Very High,Excellent
1622,28,No,Research & Development,27,Medical,Female,Manufacturing Director,Divorced,Missouri,4877,0,No,21,6,5,3,0,Bachelors,Intermediate,Low,Outstanding
287,40,No,Research & Development,9,Life Sciences,Male,Healthcare Representative,Married,South Dakota,4876,9,No,14,5,3,2,0,Doctorate,Intermediate,Very High,Excellent
1599,43,No,Research & Development,27,Technical Degree,Male,Laboratory Technician,Divorced,Kansas,4876,5,No,12,8,6,4,0,Bachelors,Entry Level,Medium,Excellent
450,54,No,Research & Development,20,Life Sciences,Female,Research Scientist,Single,Maine,4869,3,No,12,20,4,3,0,Masters,Intermediate,High,Excellent
620,35,No,Sales,1,Medical,Female,Sales Executive,Single,Tennessee,4859,1,No,16,5,5,4,0,Bachelors,Intermediate,High,Excellent
1573,38,Yes,Research & Development,2,Medical,Male,Manufacturing Director,Married,Florida,4855,4,No,11,7,5,2,1,Bachelors,Intermediate,Medium,Excellent
707,25,No,Sales,8,Life Sciences,Male,Sales Executive,Married,Alaska,4851,0,No,22,4,3,2,1,Bachelors,Intermediate,Medium,Outstanding
2046,45,No,Sales,20,Life Sciences,Female,Sales Executive,Single,Colorado,4850,8,No,15,8,5,3,0,Bachelors,Intermediate,High,Excellent
1542,42,No,Research & Development,2,Medical,Male,Laboratory Technician,Married,Wyoming,4841,4,No,14,4,1,0,0,Bachelors,Entry Level,Medium,Excellent
1052,36,Yes,Research & Development,15,Other,Male,Laboratory Technician,Divorced,New Jersey,4834,7,No,14,9,1,0,0,Bachelors,Intermediate,High,Excellent
423,31,No,Research & Development,5,Technical Degree,Male,Research Scientist,Married,Michigan,4821,0,Yes,12,6,5,2,0,Masters,Entry Level,Very High,Excellent
550,46,No,Research & Development,18,Medical,Female,Manufacturing Director,Divorced,Washington,4810,2,No,14,19,10,7,0,Bachelors,Intermediate,High,Excellent
138,34,No,Research & Development,6,Other,Female,Research Scientist,Single,Alabama,4809,1,No,14,16,16,13,2,Masters,Intermediate,High,Excellent
606,45,No,Sales,2,Other,Male,Sales Executive,Married,West Virginia,4805,0,No,19,9,8,7,3,Bachelors,Intermediate,Medium,Excellent
1509,49,No,Research & Development,3,Medical,Female,Laboratory Technician,Married,Maine,4789,4,No,25,10,3,2,1,College,Intermediate,Low,Outstanding
1886,35,No,Research & Development,16,Other,Female,Manufacturing Director,Married,Kansas,4788,0,Yes,11,4,3,2,0,College,Intermediate,Medium,Excellent
2027,29,Yes,Research & Development,1,Medical,Male,Research Scientist,Married,Nevada,4787,9,Yes,14,4,2,2,2,Masters,Entry Level,Very High,Excellent
846,28,No,Sales,2,Marketing,Female,Sales Executive,Married,Texas,4779,1,Yes,20,8,8,7,7,Masters,Intermediate,Medium,Outstanding
1428,30,No,Sales,7,Marketing,Female,Sales Executive,Divorced,South Carolina,4779,7,No,14,8,3,2,0,Masters,Intermediate,Low,Excellent
1033,37,Yes,Research & Development,11,Medical,Female,Healthcare Representative,Married,Hawaii,4777,5,No,15,15,1,0,0,College,Intermediate,Medium,Excellent
872,22,No,Research & Development,1,Life Sciences,Male,Manufacturing Director,Married,Colorado,4775,6,No,22,4,2,2,2,College,Intermediate,Very High,Outstanding
1870,27,No,Research & Development,15,Life Sciences,Female,Research Scientist,Married,Texas,4774,0,No,19,8,7,6,7,Bachelors,Entry Level,Low,Excellent
1940,38,No,Research & Development,9,Life Sciences,Male,Research Scientist,Divorced,Oregon,4771,2,No,19,10,5,2,0,College,Entry Level,Very High,Excellent
1481,44,No,Sales,1,Marketing,Female,Sales Executive,Married,Massachusetts,4768,7,No,12,11,1,0,0,Doctorate,Intermediate,High,Excellent
1158,41,No,Research & Development,12,Life Sciences,Male,Laboratory Technician,Married,Utah,4766,3,Yes,11,6,1,0,0,Masters,Entry Level,Very High,Excellent
920,43,No,Research & Development,8,Life Sciences,Female,Manufacturing Director,Divorced,New Jersey,4765,4,No,21,4,1,0,0,Bachelors,Intermediate,Medium,Outstanding
1478,34,No,Sales,3,Other,Male,Sales Executive,Single,Montana,4759,3,No,18,15,13,9,3,Bachelors,Intermediate,Low,Excellent
390,26,No,Research & Development,11,Medical,Male,Healthcare Representative,Married,Delaware,4741,1,Yes,13,5,5,3,3,College,Intermediate,Low,Excellent
171,43,No,Research & Development,28,Medical,Female,Research Scientist,Single,Delaware,4739,4,No,12,18,3,2,1,Bachelors,Entry Level,High,Excellent
475,30,No,Sales,25,Technical Degree,Female,Sales Executive,Married,Arizona,4736,7,Yes,12,4,2,2,2,College,Intermediate,High,Excellent
1668,38,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Ohio,4735,7,No,15,19,13,11,2,Bachelors,Intermediate,Very High,Excellent
1113,50,Yes,Sales,1,Other,Male,Sales Executive,Single,Kentucky,4728,3,Yes,14,5,0,0,0,Masters,Intermediate,High,Excellent
1387,28,No,Sales,26,Life Sciences,Male,Sales Executive,Married,Wyoming,4724,1,No,11,5,5,3,0,Bachelors,Intermediate,Low,Excellent
1615,34,No,Research & Development,10,Life Sciences,Male,Manufacturing Director,Divorced,California,4724,1,No,13,9,9,7,7,Masters,Intermediate,Very High,Excellent
1586,29,No,Research & Development,3,Medical,Male,Laboratory Technician,Single,New Jersey,4723,1,Yes,18,10,10,9,1,College,Entry Level,Low,Excellent
957,41,No,Research & Development,6,Medical,Male,Laboratory Technician,Single,Rhode Island,4721,2,Yes,13,20,18,13,2,Bachelors,Entry Level,Low,Excellent
600,35,No,Sales,1,Marketing,Male,Sales Executive,Married,Oklahoma,4717,9,No,11,15,11,9,6,Bachelors,Intermediate,High,Excellent
631,32,Yes,Sales,11,Other,Male,Sales Executive,Married,West Virginia,4707,8,No,12,6,4,2,1,Masters,Intermediate,High,Excellent
1298,30,No,Research & Development,9,Medical,Female,Manufacturing Director,Single,South Dakota,4695,7,Yes,18,10,8,4,1,College,Intermediate,High,Excellent
1836,26,No,Sales,10,Medical,Male,Sales Executive,Single,Michigan,4684,1,No,13,5,5,3,1,Bachelors,Intermediate,Very High,Excellent
446,33,No,Sales,10,Marketing,Male,Sales Executive,Single,Arizona,4682,3,No,14,9,7,7,0,Bachelors,Intermediate,Very High,Excellent
715,37,No,Research & Development,10,Life Sciences,Male,Research Scientist,Single,North Carolina,4680,3,No,17,4,1,0,0,College,Entry Level,Very High,Excellent
949,36,No,Research & Development,7,Other,Male,Research Scientist,Single,Arkansas,4678,2,No,18,8,6,2,0,Masters,Entry Level,Very High,Excellent
195,32,No,Sales,9,Medical,Male,Sales Executive,Divorced,Iowa,4668,0,No,17,9,8,7,0,College,Intermediate,Very High,Excellent
1614,36,No,Research & Development,12,Life Sciences,Female,Manufacturing Director,Married,Virginia,4663,9,Yes,12,7,3,2,1,Masters,Intermediate,High,Excellent
1346,40,No,Research & Development,2,Life Sciences,Male,Research Scientist,Single,Rhode Island,4661,1,No,13,9,9,8,8,Bachelors,Intermediate,Very High,Excellent
469,29,No,Sales,2,Life Sciences,Male,Sales Executive,Married,Mississippi,4649,1,No,14,4,4,3,0,Bachelors,Intermediate,High,Excellent
1853,32,No,Sales,10,Marketing,Male,Sales Executive,Single,Oklahoma,4648,8,No,13,4,0,0,0,Masters,Intermediate,Very High,Excellent
714,27,No,Sales,3,Medical,Female,Sales Executive,Divorced,Arizona,4647,1,Yes,20,6,6,5,0,College,Intermediate,Very High,Outstanding
1362,36,No,Sales,7,Marketing,Female,Sales Executive,Married,Alabama,4639,2,No,16,17,15,7,6,Bachelors,Intermediate,Low,Excellent
1598,40,No,Sales,14,Life Sciences,Female,Sales Executive,Married,Connecticut,4639,1,No,15,5,5,4,1,College,Intermediate,Low,Excellent
1311,30,No,Research & Development,6,Technical Degree,Female,Laboratory Technician,Married,Minnesota,4627,0,No,12,10,9,2,6,Bachelors,Intermediate,Very High,Excellent
1094,27,No,Research & Development,8,Life Sciences,Male,Laboratory Technician,Married,Mississippi,4621,1,No,19,3,3,2,1,Doctorate,Entry Level,High,Excellent
1981,24,No,Research & Development,1,Life Sciences,Male,Healthcare Representative,Single,Idaho,4617,1,No,12,4,4,3,1,College,Intermediate,High,Excellent
1080,46,No,Research & Development,8,Life Sciences,Female,Research Scientist,Divorced,Nevada,4615,8,Yes,23,19,16,13,1,Masters,Intermediate,Low,Outstanding
1380,35,Yes,Sales,18,Marketing,Female,Sales Executive,Married,Utah,4614,0,Yes,18,5,4,2,3,Masters,Intermediate,High,Excellent
975,35,No,Sales,18,Medical,Female,Sales Executive,Married,Montana,4601,1,No,16,5,5,2,1,Bachelors,Intermediate,High,Excellent
1489,34,Yes,Sales,24,Medical,Female,Sales Executive,Single,New Mexico,4599,0,Yes,23,16,15,9,10,Masters,Intermediate,Medium,Outstanding
1503,47,No,Sales,14,Medical,Female,Sales Executive,Married,Colorado,4591,3,Yes,17,11,5,4,1,Bachelors,Intermediate,High,Excellent
1667,35,Yes,Sales,12,Other,Male,Sales Executive,Single,Pennsylvania,4581,3,Yes,24,13,11,9,6,Masters,Intermediate,Very High,Outstanding
720,24,Yes,Sales,3,Life Sciences,Female,Sales Executive,Single,Texas,4577,9,No,14,4,2,2,2,College,Intermediate,High,Excellent
60,34,No,Sales,23,Marketing,Male,Sales Executive,Single,New York,4568,0,No,20,10,9,5,8,Masters,Intermediate,High,Outstanding
175,31,Yes,Sales,20,Life Sciences,Female,Sales Executive,Married,Massachusetts,4559,3,Yes,11,4,2,2,2,Bachelors,Intermediate,High,Excellent
536,28,No,Research & Development,17,Medical,Male,Laboratory Technician,Divorced,New Hampshire,4558,1,No,12,10,10,0,1,College,Intermediate,Low,Excellent
547,42,No,Research & Development,29,Life Sciences,Female,Research Scientist,Divorced,Wisconsin,4556,2,No,11,19,5,4,0,College,Intermediate,High,Excellent
388,29,No,Sales,2,Life Sciences,Male,Sales Executive,Single,Hawaii,4554,1,No,18,10,10,7,0,College,Intermediate,Very High,Excellent
721,39,No,Research & Development,2,Technical Degree,Female,Healthcare Representative,Single,Minnesota,4553,1,No,11,20,20,7,11,Masters,Intermediate,High,Excellent
1225,44,No,Research & Development,29,Other,Male,Research Scientist,Single,Rhode Island,4541,1,No,25,20,20,11,13,Masters,Intermediate,Very High,Outstanding
1220,33,No,Sales,25,Medical,Female,Sales Executive,Married,Nebraska,4539,1,No,12,10,10,7,0,Bachelors,Intermediate,High,Excellent
1281,34,No,Sales,2,Marketing,Female,Sales Executive,Single,Pennsylvania,4538,0,Yes,12,4,3,2,0,Bachelors,Intermediate,Low,Excellent
903,47,No,Sales,2,Marketing,Female,Sales Executive,Married,Vermont,4537,0,Yes,22,8,7,6,7,College,Intermediate,Very High,Outstanding
1322,39,No,Research & Development,18,Life Sciences,Male,Manufacturing Director,Single,West Virginia,4534,0,No,11,9,8,7,1,College,Intermediate,High,Excellent
551,42,No,Research & Development,28,Technical Degree,Female,Healthcare Representative,Married,Oregon,4523,0,No,11,7,6,5,0,Masters,Intermediate,Very High,Excellent
526,43,No,Research & Development,8,Other,Female,Healthcare Representative,Divorced,Florida,4522,4,Yes,14,8,5,2,0,Masters,Intermediate,High,Excellent
1101,33,Yes,Research & Development,29,Medical,Female,Research Scientist,Single,Texas,4508,1,No,22,14,13,7,3,Masters,Intermediate,High,Outstanding
1757,49,No,Sales,11,Marketing,Female,Sales Executive,Single,Minnesota,4507,3,No,12,8,5,1,0,Masters,Intermediate,Very High,Excellent
151,34,No,Research & Development,6,Life Sciences,Female,Research Scientist,Divorced,Maryland,4505,6,No,15,12,1,0,0,Masters,Intermediate,Medium,Excellent
1710,36,No,Sales,2,Life Sciences,Female,Sales Representative,Single,New Mexico,4502,3,No,15,17,13,7,6,Masters,Intermediate,Very High,Excellent
1289,34,No,Human Resources,11,Life Sciences,Male,Human Resources,Married,North Dakota,4490,4,No,11,14,10,9,1,Bachelors,Intermediate,Medium,Excellent
527,25,No,Sales,4,Life Sciences,Female,Sales Executive,Single,West Virginia,4487,1,Yes,11,5,5,4,1,College,Intermediate,Very High,Excellent
397,36,No,Research & Development,3,Technical Degree,Male,Research Scientist,Single,South Carolina,4485,4,No,12,10,8,0,7,Bachelors,Intermediate,Medium,Excellent
437,27,No,Sales,2,Life Sciences,Male,Sales Executive,Single,New Hampshire,4478,1,Yes,11,5,5,4,0,Bachelors,Intermediate,High,Excellent
1195,45,No,Research & Development,7,Medical,Female,Research Scientist,Married,Wyoming,4477,4,Yes,19,7,3,2,0,Bachelors,Entry Level,High,Excellent
333,32,No,Sales,26,Marketing,Male,Sales Executive,Married,North Dakota,4465,0,No,18,4,3,2,2,Masters,Intermediate,Very High,Excellent
250,53,No,Research & Development,13,Medical,Female,Manufacturing Director,Divorced,Kansas,4450,1,No,11,5,4,2,1,College,Intermediate,Low,Excellent
529,37,No,Research & Development,25,Medical,Female,Research Scientist,Married,Alaska,4449,3,Yes,15,15,13,11,10,Doctorate,Intermediate,High,Excellent
1829,40,No,Research & Development,12,Life Sciences,Female,Healthcare Representative,Divorced,Kentucky,4448,2,No,12,15,7,4,7,Bachelors,Intermediate,Low,Excellent
972,45,No,Research & Development,4,Life Sciences,Male,Laboratory Technician,Married,Arkansas,4447,1,No,12,9,9,7,0,College,Intermediate,Medium,Excellent
1285,34,No,Research & Development,19,Medical,Female,Laboratory Technician,Divorced,Louisiana,4444,4,No,13,15,11,8,5,Bachelors,Intermediate,Medium,Excellent
1980,54,No,Research & Development,10,Medical,Female,Manufacturing Director,Single,Michigan,4440,6,Yes,19,9,5,2,1,Bachelors,Intermediate,Low,Excellent
1995,38,No,Sales,1,Life Sciences,Male,Sales Executive,Married,Connecticut,4440,0,No,15,16,15,13,5,Masters,Intermediate,Medium,Excellent
836,42,No,Research & Development,29,Life Sciences,Male,Manufacturing Director,Married,Delaware,4434,1,No,13,10,9,8,7,Bachelors,Intermediate,Medium,Excellent
269,35,No,Research & Development,2,Medical,Female,Laboratory Technician,Single,Michigan,4425,5,No,11,10,6,2,1,Bachelors,Intermediate,Medium,Excellent
98,31,No,Research & Development,8,Life Sciences,Female,Manufacturing Director,Single,New Mexico,4424,1,No,23,11,11,7,1,Masters,Intermediate,Very High,Outstanding
1180,40,No,Research & Development,26,Medical,Female,Research Scientist,Married,Connecticut,4422,3,Yes,13,16,1,1,0,College,Intermediate,Very High,Excellent
1177,26,No,Research & Development,3,Medical,Male,Laboratory Technician,Married,Georgia,4420,1,No,22,8,8,7,0,Masters,Entry Level,Very High,Outstanding
2068,34,No,Research & Development,8,Medical,Male,Laboratory Technician,Married,Virginia,4404,2,No,12,6,4,3,1,Bachelors,Intermediate,High,Excellent
859,32,No,Sales,13,Life Sciences,Male,Sales Executive,Divorced,North Carolina,4403,2,No,11,8,5,2,0,Masters,Intermediate,Very High,Excellent
1707,24,No,Research & Development,9,Medical,Male,Research Scientist,Married,Maine,4401,1,No,16,5,5,3,0,Bachelors,Entry Level,High,Excellent
1439,25,Yes,Sales,9,Life Sciences,Male,Sales Representative,Married,New Mexico,4400,3,No,12,6,3,2,2,College,Entry Level,Low,Excellent
1909,41,No,Sales,8,Marketing,Female,Sales Executive,Married,Missouri,4393,5,No,21,14,5,4,1,Bachelors,Intermediate,Medium,Outstanding
1612,45,No,Sales,26,Marketing,Male,Sales Executive,Married,Indiana,4385,1,No,15,10,10,7,4,Bachelors,Intermediate,Low,Excellent
828,28,Yes,Research & Development,2,Medical,Male,Research Scientist,Single,Wyoming,4382,6,No,17,5,2,2,2,Masters,Entry Level,High,Excellent
804,34,No,Research & Development,2,Medical,Female,Research Scientist,Single,Hawaii,4381,1,No,11,6,6,5,1,Masters,Entry Level,Low,Excellent
1009,24,No,Research & Development,17,Medical,Female,Manufacturing Director,Divorced,Hawaii,4377,1,No,15,5,4,2,3,College,Intermediate,High,Excellent
1662,36,No,Research & Development,1,Medical,Female,Manufacturing Director,Married,North Dakota,4374,0,No,15,4,3,2,1,Masters,Intermediate,High,Excellent
1477,33,No,Sales,7,Medical,Male,Sales Executive,Married,Pennsylvania,4373,0,No,14,5,4,3,0,Bachelors,Intermediate,Low,Excellent
792,26,No,Research & Development,1,Life Sciences,Female,Laboratory Technician,Divorced,Louisiana,4364,3,No,14,5,2,2,2,College,Entry Level,Very High,Excellent
308,31,No,Research & Development,1,Medical,Male,Manufacturing Director,Married,Tennessee,4345,0,No,12,6,5,4,1,Masters,Intermediate,High,Excellent
800,27,No,Sales,8,Marketing,Male,Sales Executive,Married,Nebraska,4342,0,No,19,5,4,2,1,College,Intermediate,Very High,Excellent
793,29,No,Research & Development,27,Medical,Female,Healthcare Representative,Married,Nebraska,4335,4,No,12,11,8,7,1,Bachelors,Intermediate,High,Excellent
1976,42,No,Research & Development,23,Life Sciences,Male,Research Scientist,Single,New Jersey,4332,1,No,12,20,20,9,3,College,Intermediate,High,Excellent
1212,40,No,Sales,2,Medical,Male,Sales Executive,Married,Ohio,4327,5,No,12,5,0,0,0,Masters,Intermediate,Medium,Excellent
110,34,No,Research & Development,1,Medical,Male,Manufacturing Director,Married,Utah,4325,1,No,15,5,5,2,1,College,Intermediate,Medium,Excellent
1164,35,No,Human Resources,8,Technical Degree,Male,Human Resources,Single,Texas,4323,1,No,17,6,5,4,1,Masters,Entry Level,High,Excellent
1545,33,No,Research & Development,25,Life Sciences,Male,Manufacturing Director,Single,Colorado,4320,1,No,13,5,5,3,0,Bachelors,Intermediate,Medium,Excellent
208,29,No,Research & Development,1,Technical Degree,Male,Manufacturing Director,Married,Ohio,4319,1,No,13,10,10,7,0,College,Intermediate,High,Excellent
193,38,No,Research & Development,3,Technical Degree,Female,Research Scientist,Single,Alaska,4317,3,Yes,20,19,3,2,2,Doctorate,Intermediate,High,Outstanding
100,35,No,Sales,1,Marketing,Male,Sales Executive,Single,Oregon,4312,0,No,14,16,15,13,2,Masters,Intermediate,Low,Excellent
524,31,No,Research & Development,7,Medical,Female,Manufacturing Director,Married,Massachusetts,4306,1,No,12,13,13,10,3,College,Intermediate,Low,Excellent
618,26,No,Sales,29,Medical,Male,Sales Executive,Divorced,Idaho,4306,5,No,12,8,0,0,0,College,Intermediate,High,Excellent
1114,33,No,Sales,7,Life Sciences,Female,Sales Executive,Married,New Jersey,4302,0,No,17,4,3,2,0,Bachelors,Intermediate,Medium,Excellent
274,27,No,Research & Development,1,Technical Degree,Male,Manufacturing Director,Married,Indiana,4298,5,No,19,6,2,2,2,College,Intermediate,Low,Excellent
956,26,No,Sales,1,Medical,Male,Sales Executive,Single,Delaware,4294,1,No,12,7,7,7,0,Bachelors,Intermediate,Low,Excellent
684,45,Yes,Sales,26,Life Sciences,Female,Sales Executive,Married,Kansas,4286,2,No,14,5,1,1,0,Masters,Intermediate,Low,Excellent
1543,37,No,Research & Development,13,Medical,Male,Research Scientist,Married,Georgia,4285,1,No,17,10,10,8,3,Bachelors,Intermediate,Very High,Excellent
1420,49,Yes,Research & Development,28,Life Sciences,Male,Laboratory Technician,Single,North Carolina,4284,3,No,20,20,4,3,1,College,Intermediate,Low,Outstanding
1885,37,No,Research & Development,7,Medical,Male,Research Scientist,Married,Tennessee,4284,5,Yes,22,16,5,3,0,Masters,Intermediate,Low,Outstanding
1148,42,No,Research & Development,29,Medical,Male,Laboratory Technician,Single,Tennessee,4272,4,No,19,16,1,0,0,Bachelors,Intermediate,Very High,Excellent
611,29,No,Research & Development,19,Technical Degree,Male,Manufacturing Director,Divorced,Kentucky,4262,4,No,12,8,3,2,1,Bachelors,Intermediate,Very High,Excellent
507,24,No,Sales,10,Marketing,Female,Sales Executive,Divorced,North Dakota,4260,1,Yes,12,5,5,2,0,Masters,Intermediate,High,Excellent
791,52,No,Research & Development,19,Medical,Male,Research Scientist,Married,Vermont,4258,0,No,18,5,4,3,1,Masters,Entry Level,Very High,Excellent
241,56,No,Research & Development,8,Life Sciences,Female,Research Scientist,Divorced,North Dakota,4257,4,Yes,18,19,2,2,2,Bachelors,Entry Level,Low,Excellent
885,25,No,Sales,4,Marketing,Male,Sales Executive,Married,Minnesota,4256,1,No,12,5,5,2,0,College,Intermediate,Low,Excellent
1350,35,No,Research & Development,4,Life Sciences,Male,Research Scientist,Single,Minnesota,4249,1,Yes,11,9,9,6,1,Masters,Intermediate,High,Excellent
807,40,No,Research & Development,2,Medical,Female,Healthcare Representative,Married,Georgia,4244,1,No,24,8,8,7,3,College,Intermediate,Medium,Outstanding
1022,48,No,Research & Development,6,Life Sciences,Male,Healthcare Representative,Single,Wisconsin,4240,2,No,13,19,2,2,2,Bachelors,Intermediate,High,Excellent
650,31,Yes,Sales,13,Medical,Male,Sales Executive,Divorced,Ohio,4233,2,No,17,9,3,1,1,Masters,Intermediate,Low,Excellent
577,35,No,Research & Development,22,Life Sciences,Male,Laboratory Technician,Single,Rhode Island,4230,0,No,15,6,5,4,4,Bachelors,Entry Level,High,Excellent
1027,27,No,Research & Development,2,Life Sciences,Female,Manufacturing Director,Married,Ohio,4227,0,No,18,4,3,2,2,Masters,Intermediate,Very High,Excellent
129,28,No,Sales,4,Medical,Male,Sales Executive,Married,Maine,4221,1,No,15,5,5,4,0,Bachelors,Intermediate,High,Excellent
1809,37,Yes,Research & Development,10,Medical,Male,Manufacturing Director,Single,New Mexico,4213,1,No,15,10,10,3,0,Masters,Intermediate,Low,Excellent
